Date,Time,Temp,Salinity,pH,Saturation State,Upwelling Index,,,,,,,,,,,,,,,,,
6/28/2009,5:15,11.92,32.88,7.708,1.043,176.620,,,,,,,,,,,,,,,,,
6/28/2009,5:30,11.83,32.92,7.675,0.969,174.370,,,,,,,,,,,,,,,,,
6/28/2009,5:45,11.88,32.91,7.694,1.011,172.120,,,,,,,,,,,,,,,,,
6/28/2009,6:00,11.9,32.95,7.689,1.000,169.945,,,,,,,,,,,,,,,,,
6/28/2009,6:15,11.93,32.94,7.694,1.011,168.986,,,,,,,,,,,,,,,,,
6/28/2009,6:30,12,32.93,7.694,1.010,168.028,,,,,,,,,,,,,,,,,
6/28/2009,6:45,11.98,32.92,7.689,1.000,167.070,,,,,,,,,,,,,,,,,
6/28/2009,7:00,12.01,32.94,7.704,1.032,166.111,,,,,,,,,,,,,,,,,
6/28/2009,7:15,12.07,32.91,7.713,1.054,165.153,,,,,,,,,,,,,,,,,
6/28/2009,7:30,12.08,32.9,7.718,1.065,164.195,,,,,,,,,,,,,,,,,
6/28/2009,7:45,12.03,32.97,7.713,1.054,163.236,,,,,,,,,,,,,,,,,
6/28/2009,8:00,11.99,32.9,7.708,1.043,162.278,,,,,,,,,,,,,,,,,
6/28/2009,8:15,11.88,32.93,7.728,1.088,161.320,,,,,,,,,,,,,,,,,
6/28/2009,8:30,11.62,32.96,7.761,1.170,160.360,,,,,,,,,,,,,,,,,
6/28/2009,8:45,11.48,32.91,7.766,1.183,159.403,,,,,,,,,,,,,,,,,
6/28/2009,9:00,11.26,32.96,7.771,1.195,158.445,,,,,,,,,,,,,,,,,
6/28/2009,9:15,11.21,32.94,7.766,1.183,157.486,,,,,,,,,,,,,,,,,
6/28/2009,9:30,11.12,32.95,7.771,1.196,156.528,,,,,,,,,,,,,,,,,
6/28/2009,9:45,11.12,33,7.771,1.196,155.570,,,,,,,,,,,,,,,,,
6/28/2009,10:00,11.23,33,7.761,1.171,154.611,,,,,,,,,,,,,,,,,
6/28/2009,10:15,11.2,32.95,7.766,1.183,153.653,,,,,,,,,,,,,,,,,
6/28/2009,10:30,11.3,32.95,7.757,1.159,152.695,,,,,,,,,,,,,,,,,
6/28/2009,10:45,11.41,32.89,7.752,1.147,151.735,,,,,,,,,,,,,,,,,
6/28/2009,11:00,11.5,32.94,7.723,1.077,150.778,,,,,,,,,,,,,,,,,
6/28/2009,11:15,11.85,32.78,7.775,1.206,149.820,,,,,,,,,,,,,,,,,
6/28/2009,11:30,11.89,32.93,7.661,0.938,148.861,,,,,,,,,,,,,,,,,
6/28/2009,11:45,12.11,32.89,7.666,0.948,147.903,,,,,,,,,,,,,,,,,
6/28/2009,12:00,12.03,32.84,7.661,0.938,147.012,,,,,,,,,,,,,,,,,
6/28/2009,12:15,12.06,32.86,7.685,0.989,147.220,,,,,,,,,,,,,,,,,
6/28/2009,12:30,11.98,32.88,7.694,1.011,147.429,,,,,,,,,,,,,,,,,
6/28/2009,12:45,11.99,32.68,7.694,1.011,147.637,,,,,,,,,,,,,,,,,
6/28/2009,13:00,11.94,33.05,7.723,1.076,147.845,,,,,,,,,,,,,,,,,
6/28/2009,13:15,11.94,33.07,7.732,1.099,148.054,,,,,,,,,,,,,,,,,
6/28/2009,13:30,11.82,33.05,7.704,1.032,148.262,,,,,,,,,,,,,,,,,
6/28/2009,13:45,11.78,33.07,7.704,1.032,148.470,,,,,,,,,,,,,,,,,
6/28/2009,14:00,12.04,33.05,7.694,1.010,148.679,,,,,,,,,,,,,,,,,
6/28/2009,14:15,12.16,32.96,7.723,1.076,148.887,,,,,,,,,,,,,,,,,
6/28/2009,14:30,12.18,33.03,7.718,1.065,149.095,,,,,,,,,,,,,,,,,
6/28/2009,14:45,12.26,32.99,7.722,1.076,149.304,,,,,,,,,,,,,,,,,
6/28/2009,15:00,12.28,33,7.703,1.031,149.512,,,,,,,,,,,,,,,,,
6/28/2009,15:15,12.34,32.97,7.713,1.053,149.720,,,,,,,,,,,,,,,,,
6/28/2009,15:30,12.56,32.93,7.717,1.064,149.929,,,,,,,,,,,,,,,,,
6/28/2009,15:45,12.5,32.97,7.779,1.217,150.137,,,,,,,,,,,,,,,,,
6/28/2009,16:00,12.66,32.98,7.774,1.204,150.345,,,,,,,,,,,,,,,,,
6/28/2009,16:15,12.55,33.01,7.784,1.229,150.554,,,,,,,,,,,,,,,,,
6/28/2009,16:30,12.66,33.01,7.798,1.267,150.762,,,,,,,,,,,,,,,,,
6/28/2009,16:45,12.88,33.02,7.831,1.359,150.970,,,,,,,,,,,,,,,,,
6/28/2009,17:00,12.75,33,7.808,1.293,151.179,,,,,,,,,,,,,,,,,
6/28/2009,17:15,12.7,33.02,7.850,1.415,151.387,,,,,,,,,,,,,,,,,
6/28/2009,17:30,12.77,32.95,7.831,1.359,151.595,,,,,,,,,,,,,,,,,
6/28/2009,17:45,12.72,33.12,7.846,1.400,151.804,,,,,,,,,,,,,,,,,
6/28/2009,18:00,13.26,32.88,7.878,1.500,152.116,,,,,,,,,,,,,,,,,
6/28/2009,18:15,13.65,33.15,7.902,1.573,154.116,,,,,,,,,,,,,,,,,
6/28/2009,18:30,12.22,33.26,7.836,1.374,156.116,,,,,,,,,,,,,,,,,
6/28/2009,18:45,11.53,33.29,7.813,1.309,158.116,,,,,,,,,,,,,,,,,
6/28/2009,19:00,11.34,33.3,7.804,1.283,160.116,,,,,,,,,,,,,,,,,
6/28/2009,19:15,11.22,33.3,7.799,1.270,162.116,,,,,,,,,,,,,,,,,
6/28/2009,19:30,10.97,33.32,7.790,1.245,164.116,,,,,,,,,,,,,,,,,
6/28/2009,19:45,10.99,33.32,7.790,1.245,166.116,,,,,,,,,,,,,,,,,
6/28/2009,20:00,11.13,33.31,7.790,1.245,168.116,,,,,,,,,,,,,,,,,
6/28/2009,20:15,11.15,33.3,7.799,1.271,170.116,,,,,,,,,,,,,,,,,
6/28/2009,20:30,11.14,33.29,7.814,1.310,172.116,,,,,,,,,,,,,,,,,
6/28/2009,20:45,11.13,33.28,7.823,1.336,174.116,,,,,,,,,,,,,,,,,
6/28/2009,21:00,11.09,33.29,7.814,1.310,176.116,,,,,,,,,,,,,,,,,
6/28/2009,21:15,11.08,33.28,7.809,1.297,178.116,,,,,,,,,,,,,,,,,
6/28/2009,21:30,11.08,33.29,7.804,1.284,180.116,,,,,,,,,,,,,,,,,
6/28/2009,21:45,10.99,33.3,7.795,1.258,182.116,,,,,,,,,,,,,,,,,
6/28/2009,22:00,10.89,33.28,7.790,1.246,184.116,,,,,,,,,,,,,,,,,
6/28/2009,22:15,10.8,33.32,7.781,1.221,186.116,,,,,,,,,,,,,,,,,
6/28/2009,22:30,10.74,33.31,7.771,1.196,188.118,,,,,,,,,,,,,,,,,
6/28/2009,22:45,10.77,33.3,7.767,1.184,190.116,,,,,,,,,,,,,,,,,
6/28/2009,23:00,10.89,33.3,7.771,1.196,192.118,,,,,,,,,,,,,,,,,
6/28/2009,23:15,10.9,33.3,7.771,1.196,194.116,,,,,,,,,,,,,,,,,
6/28/2009,23:30,10.9,33.29,7.766,1.184,196.116,,,,,,,,,,,,,,,,,
6/28/2009,23:45,10.88,33.29,7.762,1.172,198.116,,,,,,,,,,,,,,,,,
6/29/2009,0:00,10.87,33.29,7.757,1.160,199.894,,,,,,,,,,,,,,,,,
6/29/2009,0:15,10.88,33.3,7.752,1.148,198.061,,,,,,,,,,,,,,,,,
6/29/2009,0:30,10.91,33.28,7.738,1.113,196.225,,,,,,,,,,,,,,,,,
6/29/2009,0:45,10.93,33.29,7.728,1.090,194.394,,,,,,,,,,,,,,,,,
6/29/2009,1:00,10.98,33.27,7.728,1.090,192.561,,,,,,,,,,,,,,,,,
6/29/2009,1:15,11.02,33.28,7.728,1.090,190.725,,,,,,,,,,,,,,,,,
6/29/2009,1:30,11.09,33.23,7.709,1.045,188.894,,,,,,,,,,,,,,,,,
6/29/2009,1:45,11.13,33.25,7.690,1.001,187.061,,,,,,,,,,,,,,,,,
6/29/2009,2:00,11.16,33.25,7.690,1.001,185.227,,,,,,,,,,,,,,,,,
6/29/2009,2:15,11.16,33.24,7.685,0.991,183.394,,,,,,,,,,,,,,,,,
6/29/2009,2:30,11.12,33.29,7.681,0.980,181.561,,,,,,,,,,,,,,,,,
6/29/2009,2:45,11.05,33.27,7.723,1.078,179.727,,,,,,,,,,,,,,,,,
6/29/2009,3:00,11.04,33.39,7.738,1.112,177.894,,,,,,,,,,,,,,,,,
6/29/2009,3:15,10.98,33.27,7.738,1.113,176.061,,,,,,,,,,,,,,,,,
6/29/2009,3:30,10.94,33.3,7.705,1.034,174.227,,,,,,,,,,,,,,,,,
6/29/2009,3:45,10.92,33.3,7.676,0.970,172.394,,,,,,,,,,,,,,,,,
6/29/2009,4:00,10.91,33.3,7.681,0.981,170.561,,,,,,,,,,,,,,,,,
6/29/2009,4:15,10.95,33.29,7.681,0.981,168.727,,,,,,,,,,,,,,,,,
6/29/2009,4:30,10.94,33.3,7.671,0.960,166.894,,,,,,,,,,,,,,,,,
6/29/2009,4:45,10.99,33.29,7.666,0.950,165.061,,,,,,,,,,,,,,,,,
6/29/2009,5:00,11.02,33.26,7.657,0.929,163.227,,,,,,,,,,,,,,,,,
6/29/2009,5:15,11.05,33.25,7.652,0.919,161.394,,,,,,,,,,,,,,,,,
6/29/2009,5:30,11.08,33.25,7.638,0.890,159.561,,,,,,,,,,,,,,,,,
6/29/2009,5:45,11.09,33.25,7.628,0.870,157.727,,,,,,,,,,,,,,,,,
6/29/2009,6:00,11.12,33.26,7.628,0.870,155.935,,,,,,,,,,,,,,,,,
6/29/2009,6:15,11.13,33.25,7.633,0.880,154.810,,,,,,,,,,,,,,,,,
6/29/2009,6:30,11.16,33.26,7.638,0.890,153.685,,,,,,,,,,,,,,,,,
6/29/2009,6:45,11.17,33.17,7.638,0.890,152.560,,,,,,,,,,,,,,,,,
6/29/2009,7:00,11.21,33.16,7.638,0.889,151.435,,,,,,,,,,,,,,,,,
6/29/2009,7:15,11.22,33.15,7.647,0.909,150.309,,,,,,,,,,,,,,,,,
6/29/2009,7:30,11.22,33.13,7.671,0.959,149.185,,,,,,,,,,,,,,,,,
6/29/2009,7:45,11.28,33.16,7.657,0.929,148.060,,,,,,,,,,,,,,,,,
6/29/2009,8:00,11.36,33.13,7.661,0.939,146.935,,,,,,,,,,,,,,,,,
6/29/2009,8:15,11.31,33.17,7.661,0.939,145.810,,,,,,,,,,,,,,,,,
6/29/2009,8:30,11.34,33.1,7.685,0.990,144.685,,,,,,,,,,,,,,,,,
6/29/2009,8:45,11.41,33.17,7.666,0.949,143.560,,,,,,,,,,,,,,,,,
6/29/2009,9:00,11.39,33.11,7.676,0.969,142.435,,,,,,,,,,,,,,,,,
6/29/2009,9:15,11.46,33.27,7.690,1.001,141.310,,,,,,,,,,,,,,,,,
6/29/2009,9:30,11.46,33.21,7.685,0.990,140.185,,,,,,,,,,,,,,,,,
6/29/2009,9:45,11.48,33.12,7.685,0.990,139.060,,,,,,,,,,,,,,,,,
6/29/2009,10:00,11.5,33.15,7.680,0.980,137.935,,,,,,,,,,,,,,,,,
6/29/2009,10:15,11.49,33.16,7.709,1.044,136.810,,,,,,,,,,,,,,,,,
6/29/2009,10:30,11.55,33.17,7.680,0.979,135.685,,,,,,,,,,,,,,,,,
6/29/2009,10:45,11.57,33.14,7.732,1.100,134.560,,,,,,,,,,,,,,,,,
6/29/2009,11:00,11.61,33.16,7.728,1.088,133.435,,,,,,,,,,,,,,,,,
6/29/2009,11:15,11.64,33.14,7.723,1.077,132.310,,,,,,,,,,,,,,,,,
6/29/2009,11:30,11.67,33.14,7.713,1.055,131.185,,,,,,,,,,,,,,,,,
6/29/2009,11:45,11.7,33.13,7.713,1.054,130.060,,,,,,,,,,,,,,,,,
6/29/2009,12:00,11.74,33.16,7.718,1.065,129.019,,,,,,,,,,,,,,,,,
6/29/2009,12:15,11.77,33.13,7.742,1.122,129.353,,,,,,,,,,,,,,,,,
6/29/2009,12:30,11.82,33.12,7.732,1.099,129.686,,,,,,,,,,,,,,,,,
6/29/2009,12:45,11.88,33.11,7.775,1.206,130.019,,,,,,,,,,,,,,,,,
6/29/2009,13:00,11.91,33.09,7.751,1.146,130.353,,,,,,,,,,,,,,,,,
6/29/2009,13:15,11.98,33.11,7.789,1.243,130.686,,,,,,,,,,,,,,,,,
6/29/2009,13:30,11.98,33.12,7.799,1.269,131.019,,,,,,,,,,,,,,,,,
6/29/2009,13:45,12.01,33.13,7.789,1.243,131.353,,,,,,,,,,,,,,,,,
6/29/2009,14:00,11.96,33.11,7.794,1.256,131.686,,,,,,,,,,,,,,,,,
6/29/2009,14:15,11.97,33.12,7.780,1.218,132.019,,,,,,,,,,,,,,,,,
6/29/2009,14:30,11.92,33.15,7.780,1.218,132.353,,,,,,,,,,,,,,,,,
6/29/2009,14:45,11.89,33.1,7.775,1.206,132.686,,,,,,,,,,,,,,,,,
6/29/2009,15:00,11.88,33.16,7.765,1.181,133.019,,,,,,,,,,,,,,,,,
6/29/2009,15:15,11.89,33.13,7.751,1.146,133.353,,,,,,,,,,,,,,,,,
6/29/2009,15:30,11.9,33.13,7.732,1.099,133.686,,,,,,,,,,,,,,,,,
6/29/2009,15:45,11.89,33.15,7.737,1.111,134.019,,,,,,,,,,,,,,,,,
6/29/2009,16:00,11.92,33.1,7.718,1.065,134.353,,,,,,,,,,,,,,,,,
6/29/2009,16:15,11.96,33.11,7.765,1.181,134.686,,,,,,,,,,,,,,,,,
6/29/2009,16:30,11.97,33.13,7.765,1.181,135.019,,,,,,,,,,,,,,,,,
6/29/2009,16:45,12.01,33.08,7.799,1.269,135.353,,,,,,,,,,,,,,,,,
6/29/2009,17:00,12.04,33.08,7.808,1.294,135.686,,,,,,,,,,,,,,,,,
6/29/2009,17:15,12.03,33.12,7.780,1.218,136.019,,,,,,,,,,,,,,,,,
6/29/2009,17:30,12.11,33.07,7.803,1.281,136.353,,,,,,,,,,,,,,,,,
6/29/2009,17:45,12.08,33.13,7.794,1.256,136.686,,,,,,,,,,,,,,,,,
6/29/2009,18:00,12.06,33.17,7.856,1.430,137.075,,,,,,,,,,,,,,,,,
6/29/2009,18:15,12.07,33.19,7.822,1.334,138.366,,,,,,,,,,,,,,,,,
6/29/2009,18:30,12.01,33.11,7.799,1.268,139.658,,,,,,,,,,,,,,,,,
6/29/2009,18:45,12.21,33.07,7.837,1.374,140.950,,,,,,,,,,,,,,,,,
6/29/2009,19:00,12.3,33.14,7.813,1.307,142.241,,,,,,,,,,,,,,,,,
6/29/2009,19:15,13.02,33.16,7.879,1.500,143.533,,,,,,,,,,,,,,,,,
6/29/2009,19:30,12.13,33.19,7.837,1.374,144.825,,,,,,,,,,,,,,,,,
6/29/2009,19:45,11.59,33.23,7.813,1.308,146.116,,,,,,,,,,,,,,,,,
6/29/2009,20:00,11.32,33.27,7.799,1.270,147.408,,,,,,,,,,,,,,,,,
6/29/2009,20:15,11.22,33.22,7.795,1.258,148.700,,,,,,,,,,,,,,,,,
6/29/2009,20:30,11.22,33.21,7.790,1.245,149.993,,,,,,,,,,,,,,,,,
6/29/2009,20:45,11.29,33.31,7.790,1.245,151.283,,,,,,,,,,,,,,,,,
6/29/2009,21:00,11.3,33.31,7.785,1.232,152.575,,,,,,,,,,,,,,,,,
6/29/2009,21:15,11.33,33.31,7.785,1.232,153.866,,,,,,,,,,,,,,,,,
6/29/2009,21:30,11.19,33.31,7.795,1.258,155.158,,,,,,,,,,,,,,,,,
6/29/2009,21:45,10.92,33.3,7.795,1.258,156.450,,,,,,,,,,,,,,,,,
6/29/2009,22:00,10.72,33.34,7.781,1.221,157.741,,,,,,,,,,,,,,,,,
6/29/2009,22:15,10.64,33.33,7.771,1.197,159.033,,,,,,,,,,,,,,,,,
6/29/2009,22:30,10.61,33.33,7.762,1.172,160.325,,,,,,,,,,,,,,,,,
6/29/2009,22:45,10.6,33.35,7.757,1.160,161.616,,,,,,,,,,,,,,,,,
6/29/2009,23:00,10.59,33.34,7.757,1.160,162.908,,,,,,,,,,,,,,,,,
6/29/2009,23:15,10.58,33.35,7.752,1.149,164.200,,,,,,,,,,,,,,,,,
6/29/2009,23:30,10.63,33.34,7.743,1.125,165.491,,,,,,,,,,,,,,,,,
6/29/2009,23:45,10.64,33.34,7.743,1.125,166.784,,,,,,,,,,,,,,,,,
6/30/2009,0:00,10.67,33.34,7.738,1.113,167.913,,,,,,,,,,,,,,,,,
6/30/2009,0:15,10.72,33.34,7.733,1.102,166.413,,,,,,,,,,,,,,,,,
6/30/2009,0:30,10.74,33.34,7.728,1.090,164.913,,,,,,,,,,,,,,,,,
6/30/2009,0:45,10.8,33.33,7.728,1.090,163.413,,,,,,,,,,,,,,,,,
6/30/2009,1:00,10.84,33.32,7.728,1.090,161.912,,,,,,,,,,,,,,,,,
6/30/2009,1:15,10.87,33,7.705,1.034,160.413,,,,,,,,,,,,,,,,,
6/30/2009,1:30,10.96,33.32,7.690,1.002,158.912,,,,,,,,,,,,,,,,,
6/30/2009,1:45,11.01,33.04,7.700,1.023,157.412,,,,,,,,,,,,,,,,,
6/30/2009,2:00,11.06,33.16,7.666,0.950,155.913,,,,,,,,,,,,,,,,,
6/30/2009,2:15,11.06,33.09,7.666,0.950,154.413,,,,,,,,,,,,,,,,,
6/30/2009,2:30,11.09,33.05,7.676,0.970,152.912,,,,,,,,,,,,,,,,,
6/30/2009,2:45,11.13,32.91,7.681,0.981,151.413,,,,,,,,,,,,,,,,,
6/30/2009,3:00,11.16,33.12,7.666,0.949,149.913,,,,,,,,,,,,,,,,,
6/30/2009,3:15,11.2,33.16,7.657,0.929,148.413,,,,,,,,,,,,,,,,,
6/30/2009,3:30,11.23,33.13,7.657,0.929,146.913,,,,,,,,,,,,,,,,,
6/30/2009,3:45,11.08,33.08,7.647,0.909,145.412,,,,,,,,,,,,,,,,,
6/30/2009,4:00,11.1,33.23,7.676,0.970,143.913,,,,,,,,,,,,,,,,,
6/30/2009,4:15,10.97,33.28,7.676,0.970,142.413,,,,,,,,,,,,,,,,,
6/30/2009,4:30,10.99,33.05,7.643,0.900,140.913,,,,,,,,,,,,,,,,,
6/30/2009,4:45,10.98,33.17,7.643,0.900,139.412,,,,,,,,,,,,,,,,,
6/30/2009,5:00,11.07,33.02,7.638,0.890,137.912,,,,,,,,,,,,,,,,,
6/30/2009,5:15,11.08,33.06,7.647,0.909,136.413,,,,,,,,,,,,,,,,,
6/30/2009,5:30,11.11,32.81,7.652,0.919,134.913,,,,,,,,,,,,,,,,,
6/30/2009,5:45,11.11,33.08,7.676,0.970,133.413,,,,,,,,,,,,,,,,,
6/30/2009,6:00,11.11,33.09,7.685,0.991,131.971,,,,,,,,,,,,,,,,,
6/30/2009,6:15,11.05,33.01,7.671,0.960,131.471,,,,,,,,,,,,,,,,,
6/30/2009,6:30,11.08,33.01,7.662,0.939,130.971,,,,,,,,,,,,,,,,,
6/30/2009,6:45,11.13,32.97,7.638,0.890,130.471,,,,,,,,,,,,,,,,,
6/30/2009,7:00,11.16,32.94,7.647,0.909,129.971,,,,,,,,,,,,,,,,,
6/30/2009,7:15,11.2,32.92,7.662,0.939,129.471,,,,,,,,,,,,,,,,,
6/30/2009,7:30,11.18,32.98,7.671,0.960,128.971,,,,,,,,,,,,,,,,,
6/30/2009,7:45,11.23,32.96,7.690,1.001,128.471,,,,,,,,,,,,,,,,,
6/30/2009,8:00,11.28,32.92,7.681,0.980,127.971,,,,,,,,,,,,,,,,,
6/30/2009,8:15,11.22,32.95,7.709,1.045,127.471,,,,,,,,,,,,,,,,,
6/30/2009,8:30,11.19,32.94,7.709,1.045,126.971,,,,,,,,,,,,,,,,,
6/30/2009,8:45,11.18,33.02,7.704,1.034,126.471,,,,,,,,,,,,,,,,,
6/30/2009,9:00,11.28,32.92,7.714,1.056,125.971,,,,,,,,,,,,,,,,,
6/30/2009,9:15,11.28,32.98,7.704,1.034,125.471,,,,,,,,,,,,,,,,,
6/30/2009,9:30,11.32,33.02,7.728,1.089,124.971,,,,,,,,,,,,,,,,,
6/30/2009,9:45,11.38,32.95,7.723,1.078,124.471,,,,,,,,,,,,,,,,,
6/30/2009,10:00,11.41,32.9,7.718,1.066,123.971,,,,,,,,,,,,,,,,,
6/30/2009,10:15,11.34,33,7.780,1.220,123.471,,,,,,,,,,,,,,,,,
6/30/2009,10:30,11.42,32.94,7.776,1.207,122.971,,,,,,,,,,,,,,,,,
6/30/2009,10:45,11.46,32.95,7.771,1.195,122.471,,,,,,,,,,,,,,,,,
6/30/2009,11:00,11.47,32.95,7.785,1.232,121.971,,,,,,,,,,,,,,,,,
6/30/2009,11:15,11.48,32.93,7.775,1.207,121.471,,,,,,,,,,,,,,,,,
6/30/2009,11:30,11.58,32.89,7.775,1.207,120.971,,,,,,,,,,,,,,,,,
6/30/2009,11:45,11.6,32.94,7.794,1.257,120.471,,,,,,,,,,,,,,,,,
6/30/2009,12:00,11.63,32.93,7.790,1.244,119.961,,,,,,,,,,,,,,,,,
6/30/2009,12:15,11.68,32.93,7.809,1.295,119.295,,,,,,,,,,,,,,,,,
6/30/2009,12:30,11.76,32.92,7.813,1.308,118.627,,,,,,,,,,,,,,,,,
6/30/2009,12:45,11.76,33.1,7.842,1.389,117.961,,,,,,,,,,,,,,,,,
6/30/2009,13:00,11.77,33.08,7.870,1.474,117.295,,,,,,,,,,,,,,,,,
6/30/2009,13:15,11.82,32.93,7.799,1.269,116.628,,,,,,,,,,,,,,,,,
6/30/2009,13:30,11.82,32.99,7.861,1.445,115.961,,,,,,,,,,,,,,,,,
6/30/2009,13:45,11.85,32.99,7.808,1.295,115.295,,,,,,,,,,,,,,,,,
6/30/2009,14:00,11.9,32.95,7.832,1.361,114.628,,,,,,,,,,,,,,,,,
6/30/2009,14:15,11.91,32.91,7.823,1.334,113.961,,,,,,,,,,,,,,,,,
6/30/2009,14:30,11.9,32.89,7.804,1.282,113.295,,,,,,,,,,,,,,,,,
6/30/2009,14:45,11.91,32.94,7.832,1.361,112.628,,,,,,,,,,,,,,,,,
6/30/2009,15:00,11.92,32.87,7.808,1.295,111.961,,,,,,,,,,,,,,,,,
6/30/2009,15:15,11.9,33,7.804,1.282,111.295,,,,,,,,,,,,,,,,,
6/30/2009,15:30,11.9,32.88,7.808,1.295,110.628,,,,,,,,,,,,,,,,,
6/30/2009,15:45,11.91,32.93,7.808,1.295,109.961,,,,,,,,,,,,,,,,,
6/30/2009,16:00,11.89,32.84,7.818,1.321,109.294,,,,,,,,,,,,,,,,,
6/30/2009,16:15,11.93,33.03,7.846,1.403,108.627,,,,,,,,,,,,,,,,,
6/30/2009,16:30,11.92,32.8,7.827,1.348,107.961,,,,,,,,,,,,,,,,,
6/30/2009,16:45,11.9,32.89,7.794,1.256,107.294,,,,,,,,,,,,,,,,,
6/30/2009,17:00,11.9,32.93,7.799,1.269,106.627,,,,,,,,,,,,,,,,,
6/30/2009,17:15,11.91,32.85,7.813,1.308,105.961,,,,,,,,,,,,,,,,,
6/30/2009,17:30,11.88,32.87,7.794,1.256,105.295,,,,,,,,,,,,,,,,,
6/30/2009,17:45,11.88,32.86,7.813,1.308,104.628,,,,,,,,,,,,,,,,,
6/30/2009,18:00,11.74,32.86,7.847,1.403,104.091,,,,,,,,,,,,,,,,,
6/30/2009,18:15,11.68,32.92,7.847,1.403,105.675,,,,,,,,,,,,,,,,,
6/30/2009,18:30,11.66,32.87,7.837,1.376,107.260,,,,,,,,,,,,,,,,,
6/30/2009,18:45,11.69,32.89,7.809,1.295,108.841,,,,,,,,,,,,,,,,,
6/30/2009,19:00,11.66,32.9,7.799,1.270,110.425,,,,,,,,,,,,,,,,,
6/30/2009,19:15,11.68,32.87,7.794,1.257,112.010,,,,,,,,,,,,,,,,,
6/30/2009,19:30,11.77,32.85,7.766,1.182,113.591,,,,,,,,,,,,,,,,,
6/30/2009,19:45,11.96,32.8,7.799,1.269,115.175,,,,,,,,,,,,,,,,,
6/30/2009,20:00,12.09,32.8,7.803,1.282,116.758,,,,,,,,,,,,,,,,,
6/30/2009,20:15,12.46,32.96,7.841,1.387,118.341,,,,,,,,,,,,,,,,,
6/30/2009,20:30,11.92,32.93,7.813,1.308,119.925,,,,,,,,,,,,,,,,,
6/30/2009,20:45,11.61,32.96,7.799,1.270,121.510,,,,,,,,,,,,,,,,,
6/30/2009,21:00,11.43,32.87,7.790,1.245,123.091,,,,,,,,,,,,,,,,,
6/30/2009,21:15,11.44,32.83,7.785,1.232,124.675,,,,,,,,,,,,,,,,,
6/30/2009,21:30,11.47,32.82,7.780,1.220,126.258,,,,,,,,,,,,,,,,,
6/30/2009,21:45,11.49,32.91,7.775,1.207,127.843,,,,,,,,,,,,,,,,,
6/30/2009,22:00,11.52,32.66,7.771,1.195,129.425,,,,,,,,,,,,,,,,,
6/30/2009,22:15,11.5,32.9,7.799,1.270,131.008,,,,,,,,,,,,,,,,,
6/30/2009,22:30,11.34,32.9,7.795,1.258,132.591,,,,,,,,,,,,,,,,,
6/30/2009,22:45,11.18,32.7,7.781,1.220,134.175,,,,,,,,,,,,,,,,,
6/30/2009,23:00,11.08,32.96,7.771,1.196,135.758,,,,,,,,,,,,,,,,,
6/30/2009,23:15,11.02,32.85,7.762,1.172,137.343,,,,,,,,,,,,,,,,,
6/30/2009,23:30,10.97,33,7.757,1.160,138.925,,,,,,,,,,,,,,,,,
6/30/2009,23:45,10.97,32.96,7.747,1.136,140.508,,,,,,,,,,,,,,,,,
7/1/2009,0:00,10.97,32.99,7.743,1.124,141.877,,,,,,,,,,,,,,,,,
7/1/2009,0:15,10.99,32.58,7.733,1.102,139.750,,,,,,,,,,,,,,,,,
7/1/2009,0:30,11.02,32.73,7.733,1.101,137.625,,,,,,,,,,,,,,,,,
7/1/2009,0:45,11.08,32.86,7.733,1.101,135.502,,,,,,,,,,,,,,,,,
7/1/2009,1:00,11.12,32.79,7.728,1.090,133.377,,,,,,,,,,,,,,,,,
7/1/2009,1:15,11.14,32.52,7.728,1.090,131.252,,,,,,,,,,,,,,,,,
7/1/2009,1:30,11.14,32.7,7.724,1.078,129.127,,,,,,,,,,,,,,,,,
7/1/2009,1:45,11.18,32.76,7.724,1.078,127.002,,,,,,,,,,,,,,,,,
7/1/2009,2:00,11.18,32.62,7.709,1.045,124.877,,,,,,,,,,,,,,,,,
7/1/2009,2:15,11.25,32.66,7.709,1.045,122.750,,,,,,,,,,,,,,,,,
7/1/2009,2:30,11.32,32.78,7.704,1.034,120.625,,,,,,,,,,,,,,,,,
7/1/2009,2:45,11.37,33.03,7.699,1.022,118.502,,,,,,,,,,,,,,,,,
7/1/2009,3:00,11.41,32.95,7.652,0.919,116.377,,,,,,,,,,,,,,,,,
7/1/2009,3:15,11.48,32.8,7.676,0.969,114.252,,,,,,,,,,,,,,,,,
7/1/2009,3:30,11.54,32.78,7.676,0.969,112.127,,,,,,,,,,,,,,,,,
7/1/2009,3:45,11.57,32.72,7.676,0.969,110.002,,,,,,,,,,,,,,,,,
7/1/2009,4:00,11.71,32.68,7.685,0.990,107.877,,,,,,,,,,,,,,,,,
7/1/2009,4:15,11.73,32.61,7.685,0.990,105.752,,,,,,,,,,,,,,,,,
7/1/2009,4:30,11.84,32.86,7.694,1.011,103.627,,,,,,,,,,,,,,,,,
7/1/2009,4:45,11.76,32.77,7.666,0.948,101.502,,,,,,,,,,,,,,,,,
7/1/2009,5:00,11.7,32.72,7.656,0.928,99.377,,,,,,,,,,,,,,,,,
7/1/2009,5:15,11.59,32.75,7.685,0.990,97.252,,,,,,,,,,,,,,,,,
7/1/2009,5:30,11.47,32.9,7.642,0.899,95.127,,,,,,,,,,,,,,,,,
7/1/2009,5:45,11.47,32.83,7.638,0.889,93.002,,,,,,,,,,,,,,,,,
